ticker,company,cik
RAINW,Rain Enhancement Technologies Holdco Inc. Warrants,2028293.0
RAND,Rand Capital Corporation Common Stock,81955.0
RANG,Range Capital Acquisition Corp. Ordinary Shares,2035644.0
RANGR,Range Capital Acquisition Corp. Rights,2035644.0
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,1856725.0
RAPP,Rapport Therapeutics Inc. Common Stock,2012593.0
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,1515673.0
RAVE,Rave Restaurant Group Inc. Common Stock,718332.0
RAY,Raytech Holding Limited Ordinary Shares,1948443.0
RAYA,Erayak Power Solution Group Inc. Class A Ordinary Shares,1825875.0
RBB,RBB Bancorp Common Stock,1499422.0
RBBN,Ribbon Communications Inc. Common Stock,1708055.0
RBCAA,Republic Bancorp Inc. Class A Common Stock,921557.0
RBKB,Rhinebeck Bancorp Inc. Common Stock,1751783.0
RBNE,Robin Energy Ltd. Common Stock,2039060.0
RCAT,Red Cat Holdings Inc. Common Stock,748268.0
RCEL,Avita Medical Inc. Common Stock,1762303.0
RCKT,Rocket Pharmaceuticals Inc. Common Stock,1281895.0
RCKTW,Rocket Pharmaceuticals Inc. Warrant,1281895.0
RCKY,Rocky Brands Inc. Common Stock,895456.0
RCMT,RCM Technologies Inc. Common Stock,700841.0
RCON,Recon Technology Ltd. Class A Ordinary Shares,1442620.0
RCT,RedCloud Holdings plc Ordinary Shares,2027360.0
RDAC,Rising Dragon Acquisition Corp. Ordinary Shares,2018145.0
RDACR,Rising Dragon Acquisition Corp. Rights,2018145.0
RDAG,Republic Digital Acquisition Company Class A Ordinary Shares,2055459.0
RDAGU,Republic Digital Acquisition Company Unit,2055459.0
RDAGW,Republic Digital Acquisition Company Warrants,2055459.0
RDCM,Radcom Ltd. Ordinary Shares,1016838.0
RDGT,Ridgetech Inc. Ordinary Shares,1856084.0
RDHL,Redhill Biopharma Ltd. American Depositary Shares,1553846.0
RDI,Reading International Inc Class A Common Stock,716634.0
RDIB,Reading International Inc Class B Common Stock,716634.0
RDNT,RadNet Inc. Common Stock,790526.0
RDNW,RideNow Group Inc. Class B Common Stock,1596961.0
RDVT,Red Violet Inc. Common Stock,1720116.0
RDWR,Radware Ltd. Ordinary Shares,1094366.0
RDZN,Roadzen Inc. Ordinary Shares,1868640.0
RDZNW,Roadzen Inc. Warrants,1868640.0
REAL,The RealReal Inc. Common Stock,1573221.0
REAX,The Real Brokerage Inc. Common Shares,1862461.0
REBN,Reborn Coffee Inc. Common Stock,1707910.0
RECT,Rectitude Holdings Ltd Ordinary Shares,1995116.0
REE,REE Automotive Ltd. Class A Ordinary Shares,1843588.0
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,1867949.0
REFR,Research Frontiers Incorporated Common Stock,793524.0
REG,Regency Centers Corporation Common Stock,910606.0
REGCO,Regency Centers Corporation 5.875% Series B Cumulative Redeemable Preferred Stock,910606.0
REGCP,Regency Centers Corporation 6.25% Series A Cumulative Redeemable Preferred Stock,910606.0
REGN,Regeneron Pharmaceuticals Inc. Common Stock,872589.0
REKR,Rekor Systems Inc. Common Stock,1697851.0
RELL,Richardson Electronics Ltd. Common Stock,355948.0
RELY,Remitly Global Inc. Common Stock,1782170.0
RENT,Rent the Runway Inc. Class A Common Stock,1468327.0
RENX,RenX Enterprises Corp. Common Stock,1959023.0
REPL,Replimune Group Inc. Common Stock,1737953.0
RETO,ReTo Eco-Solutions Inc. Class A Shares,1687277.0
REVB,Revelation Biosciences Inc. Common Stock,1810560.0
REYN,Reynolds Consumer Products Inc. Common Stock,1786431.0
RFAI,RF Acquisition Corp II Ordinary Shares,2012807.0
RFAIR,RF Acquisition Corp II Right,2012807.0
RFAM,RF Acquisition Corp III Ordinary Shares,2091712.0
RFAMR,RF Acquisition Corp III Rights,2091712.0
RFAMU,RF Acquisition Corp III Units,2091712.0
RFIL,RF Industries Ltd. Common Stock,740664.0
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,1829667.0
RGCO,RGC Resources Inc. Common Stock,1069533.0
RGEN,Repligen Corporation Common Stock,730272.0
RGLD,Royal Gold Inc. Common Stock,85535.0
RGNX,REGENXBIO Inc. Common Stock,1590877.0
RGP,Resources Connection Inc. Common Stock,1084765.0
RGS,Regis Corporation Common Stock,716643.0
RGTI,Rigetti Computing Inc. Common Stock,1838359.0
RGTIW,Rigetti Computing Inc. Warrants,1838359.0
RIBB,Ribbon Acquisition Corp Class A Ordinary Shares,2035016.0
RIBBR,Ribbon Acquisition Corp Rights,2035016.0
RICK,RCI Hospitality Holdings Inc. Common Stock,935419.0
RIGL,Rigel Pharmaceuticals Inc. Common Stock,1034842.0
RILY,BRC Group Holdings Inc. Common Stock,1464790.0
RILYG,BRC Group Holdings Inc. 5.00% Senior Notes due 2026,1464790.0
RILYK,BRC Group Holdings Inc. 5.50% Senior Notes Due 2026,1464790.0
RILYL,BRC Group Holdings Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,1464790.0
RILYN,BRC Group Holdings Inc. 6.50% Senior Notes Due 2026,1464790.0
RILYP,BRC Group Holdings Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,1464790.0
RILYT,BRC Group Holdings Inc. 6.00% Senior Notes Due 2028,1464790.0
RILYZ,BRC Group Holdings Inc. 5.25% Senior Notes due 2028,1464790.0
RIME,Algorhythm Holdings Inc. Common Stock,923601.0
RIOT,Riot Platforms Inc. Common Stock,1167419.0
RITR,Reitar Logtech Holdings Limited Ordinary shares,1951229.0
RIVN,Rivian Automotive Inc. Class A Common Stock,1874178.0
RJET,Republic Airways Holdings Inc. Common Stock,810332.0
RKDA,Arcadia Biosciences Inc. Common Stock,1469443.0
RKLB,Rocket Lab Corporation Common Stock,1819994.0
RLAY,Relay Therapeutics Inc. Common Stock,1812364.0
RLMD,Relmada Therapeutics Inc. Common Stock,1553643.0
RLYB,Rallybio Corporation Common Stock,1739410.0
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,1767837.0
RMBS,Rambus Inc. Common Stock,917273.0
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,1616262.0
RMCO,Royalty Management Holding Corporation Class A Common Stock,1843656.0
RMCOW,Royalty Management Holding Corporation Warrant,1843656.0
RMNI,Rimini Street Inc. (DE) Common Stock,1635282.0
RMR,The RMR Group Inc. Class A Common Stock,1644378.0
RMSG,Real Messenger Corporation Ordinary Shares,1983324.0
RMSGW,Real Messenger Corporation Warrants,1983324.0
RMTI,Rockwell Medical Inc. Common Stock,1041024.0
RNA,Atrium Therapeutics Inc. Common Stock,1599901.0
RNAC,Cartesian Therapeutics Inc. Common Stock,1453687.0
RNAZ,TransCode Therapeutics Inc. Common Stock,1829635.0
RNGT,Range Capital Acquisition Corp II Class A Ordinary Shares,2078653.0
RNGTU,Range Capital Acquisition Corp II Units,2078653.0
RNGTW,Range Capital Acquisition Corp II Warrants,2078653.0
RNTX,Rein Therapeutics Inc. Common Stock,1420565.0
RNW,ReNew Energy Global plc Class A Ordinary Shares,1848763.0
RNWWW,ReNew Energy Global plc Warrant,1848763.0
RNXT,RenovoRx Inc. Common Stock,1574094.0
ROAD,Construction Partners Inc. Class A Common Stock,1718227.0
ROC,Rank One Computing Corporation Common stock,2077709.0
ROCK,Gibraltar Industries Inc. Common Stock,912562.0
ROIV,Roivant Sciences Ltd. Common Shares,1635088.0
ROKU,Roku Inc. Class A Common Stock,1428439.0
ROMA,Roma Green Finance Limited Class A Ordinary Shares,1945240.0
ROOT,Root Inc. Class A Common Stock,1788882.0
ROP,Roper Technologies Inc. Common Stock,882835.0
ROST,Ross Stores Inc. Common Stock,745732.0
RPAY,Repay Holdings Corporation Class A Common Stock,1720592.0
RPD,Rapid7 Inc. Common Stock,1560327.0
RPGL,Republic Power Group Limited Class A Ordinary Shares,1912884.0
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,1380106.0
RPRX,Royalty Pharma plc Class A Ordinary Shares,1802768.0
RR,Richtech Robotics Inc. Class B Common Stock,1963685.0
RRBI,Red River Bancshares Inc. Common Stock,1071236.0
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,1171759.0
RRR,Red Rock Resorts Inc. Class A Common Stock,1653653.0
RSSS,Research Solutions Inc Common Stock,1386301.0
RSVR,Reservoir Media Inc. Common Stock,1824403.0
RSVRW,Reservoir Media Inc. Warrant,1824403.0
RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,2035173.0
RTACU,Renatus Tactical Acquisition Corp I Unit,2035173.0
RTACW,Renatus Tactical Acquisition Corp I Warrant,2035173.0
RUBI,Rubico Inc. Common Stock,1943421.0
RUM,Rumble Inc. Class A Common Stock,1830081.0
RUMBW,Rumble Inc. Warrant,1830081.0
RUN,Sunrun Inc. Common Stock,1469367.0
RUSHA,Rush Enterprises Inc. Common Stock Cl A,1012019.0
RUSHB,Rush Enterprises Inc. Class B,1012019.0
RVMD,Revolution Medicines Inc. Common Stock,1628171.0
RVMDW,Revolution Medicines Inc. Warrant,1628171.0
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock,1742927.0
RVSB,Riverview Bancorp Inc Common Stock,1041368.0
RVSN,Rail Vision Ltd. Ordinary Share,1743905.0
RVSNW,Rail Vision Ltd. Warrant,1743905.0
RVYL,Ryvyl Inc. Common Stock,1419275.0
RWAY,Runway Growth Finance Corp. Common Stock,1653384.0
RWAYI,Runway Growth Finance Corp. 7.25% Notes due 2031,1653384.0
RWAYL,Runway Growth Finance Corp. 7.50% Notes due 2027,1653384.0
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,1601830.0
RXST,RxSight Inc. Common Stock,1111485.0
RXT,Rackspace Technology Inc. Common Stock,1810019.0
RYAAY,Ryanair Holdings plc American Depositary Shares,1038683.0
RYET,Ruanyun Edai Technology Inc. Ordinary shares,1873454.0
RYM,RYTHM Inc. Common Stock,1800637.0
RYOJ,rYojbaba Co. Ltd. Common Shares,2012600.0
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,1649904.0
RZLT,Rezolute Inc. Common Stock (NV),1509261.0
RZLV,Rezolve AI PLC Ordinary Shares,1920294.0
RZLVW,Rezolve AI PLC Warrants,1920294.0
SAAQU,Space Asset Acquisition Corp. Units,2091222.0
SABR,Sabre Corporation Common Stock,1597033.0
SABS,SAB Biotherapeutics Inc. Common Stock,1833214.0
SAFT,Safety Insurance Group Inc. Common Stock,1172052.0
SAFX,XCF Global Inc. Class A Common Stock,2019793.0
SAGT,SAGTEC GLOBAL LIMITED Class A Ordinary shares,2029138.0
SAIA,Saia Inc. Common Stock,1177702.0
SAIC,Science Applications International Corporation Common Stock,1571123.0
SAIH,SAIHEAT Limited Class A Ordinary Shares,1847075.0
SAIL,SailPoint Inc. Common Stock,2030781.0
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,1549966.0
SANA,Sana Biotechnology Inc. Common Stock,1770121.0
SANG,Sangoma Technologies Corporation Common Shares,1753368.0
SANM,Sanmina Corporation Common Stock,897723.0
SATA,Strive Inc. Variable Rate Series A Perpetual Preferred Stock,1920406.0
SATL,Satellogic Inc. Class A Common Stock,1874315.0
SATLW,Satellogic Inc. Warrant,1874315.0
SATS,EchoStar  Corporation Common Stock,1415404.0
SAVA,Cassava Sciences Inc. Common Stock,1069530.0
SBAC,SBA Communications Corporation Class A Common Stock,1034054.0
SBC,SBC Medical Group Holdings Incorporated Common Stock,1930313.0
SBCF,Seacoast Banking Corporation of Florida Common Stock,730708.0
SBCWW,SBC Medical Group Holdings Incorporated Warrants,1930313.0
SBET,Sharplink Inc. Common Stock,1981535.0
SBFG,SB Financial Group Inc. Common Stock,767405.0
SBFM,Sunshine Biopharma Inc. Common Stock,1402328.0
SBFMW,Sunshine Biopharma Inc. Warrant,1402328.0
SBGI,Sinclair Inc. Class A Common Stock,1971213.0
SBLK,Star Bulk Carriers Corp. Common Shares,1386716.0
SBLX,StableX Technologies Inc. Common Stock,1086745.0
SBRA,Sabra Health Care REIT Inc. Common Stock,1492298.0
SBUX,Starbucks Corporation Common Stock,829224.0
SCAG,Scage Future American Depositary Shares,2000366.0
SCAGW,Scage Future Warrants,2000366.0
SCHL,Scholastic Corporation Common Stock,866729.0
SCII,SC II Acquisition Corp. Class A ordinary share,2076739.0
SCIIR,SC II Acquisition Corp. Rights,2076739.0
SCIIU,SC II Acquisition Corp. Units,2076739.0
SCKT,Socket Mobile Inc. Common Stock,944075.0
SCLX,Scilex Holding Company Common Stock,1820190.0
SCLXW,Scilex Holding Company Warrant,1820190.0
SCNI,Scinai Immunotherapeutics Ltd. American Depositary Shares,1611747.0
SCNX,Scienture Holdings Inc. Common Stock,1382574.0
SCOR,comScore Inc. Common Stock,1158172.0
SCPQ,Social Commerce Partners Corporation Class A Ordinary Shares,2083143.0
SCPQU,Social Commerce Partners Corporation Unit,2083143.0
SCSC,ScanSource Inc. Common Stock,918965.0
SCVL,Shoe Carnival Inc. Common Stock,895447.0
SCWO,374Water Inc. Common Stock,933972.0
SCYX,SCYNEXIS Inc. Common Stock,1178253.0
SCZM,Santacruz Silver Mining Ltd. Common Shares,1548536.0
SDA,SunCar Technology Group Inc. Class A Ordinary Shares,1936804.0
SDAWW,SunCar Technology Group Inc. Warrant,1936804.0
SDGR,Schrodinger Inc. Common Stock,1490978.0
SDHI,Siddhi Acquisition Corp Class A Common stock,2034037.0
SDHIR,Siddhi Acquisition Corp Right,2034037.0
SDOT,Sadot Group Inc. Common Stock,1701756.0
SDST,Stardust Power Inc. Common Stock,1831979.0
SDSTW,Stardust Power Inc. Warrant,1831979.0
SEAT,Vivid Seats Inc. Class A Common Stock,1856031.0
SEDG,SolarEdge Technologies Inc. Common Stock,1419612.0
SEED,Origin Agritech Limited Common Stock,1321851.0
SEER,Seer Inc. Class A Common Stock,1726445.0
SEGG,Sports Entertainment Gaming Global Corporation Common Stock,1673481.0
SEIC,SEI Investments Company Common Stock,350894.0
SELF,Global Self Storage Inc. Common Stock,1031235.0
SELX,Semilux International Ltd. Ordinary Shares,1990950.0
SENEA,Seneca Foods Corp. Class A Common Stock,88948.0
SENEB,Seneca Foods Corp. Class B Common Stock,88948.0
SENS,Senseonics Holdings Inc. Common Stock,1616543.0
SEPN,Septerna Inc. Common Stock,1984086.0
SERA,Sera Prognostics Inc. Class A Common Stock,1534969.0
SERV,Serve Robotics Inc. Common Stock,1832483.0
SEV,Aptera Motors Corp. Class B Common Stock,1786471.0
SEVN,Seven Hills Realty Trust Common Stock,1452477.0
SEZL,Sezzle Inc. Common Stock,1662991.0
SFBC,Sound Financial Bancorp Inc. Common Stock,1541119.0
SFD,Smithfield Foods Inc. Common Stock,91388.0
SFHG,Samfine Creation Holdings Group Limited Class A Ordinary Share,1926792.0
SFIX,Stitch Fix Inc. Class A Common Stock,1576942.0
SFM,Sprouts Farmers Market Inc. Common Stock,1575515.0
SFNC,Simmons First National Corporation Class A Common Stock,90498.0
SFST,Southern First Bancshares Inc. Common Stock,1090009.0
SFWL,Shengfeng Development Limited Class A Ordinary Shares,1863218.0
SGA,Saga Communications Inc. Class A Common Stock (FL),886136.0
SGC,Superior Group of Companies Inc. Common Stock,95574.0
SGHT,Sight Sciences Inc. Common Stock,1531177.0
SGLY,Singularity Future Technology Ltd. Common Stock,1422892.0
SGML,Sigma Lithium Corporation Common Shares,1848309.0
SGMO,Sangamo Therapeutics Inc. Common Stock,1001233.0
SGMT,Sagimet Biosciences Inc. Series A Common Stock,1400118.0
SGP,SpyGlass Pharma Inc. Common Stock,1778922.0
SGRP,SPAR Group Inc. Common Stock,1004989.0
SGRY,Surgery Partners Inc. Common Stock,1638833.0
SHAZ,SharonAI Holdings Inc. Class A Common Stock,2068385.0
SHBI,Shore Bancshares Inc Common Stock,1035092.0
SHC,Sotera Health Company Common Stock,1822479.0
SHEN,Shenandoah Telecommunications Co Common Stock,354963.0
SHFS,SHF Holdings Inc. Class A Common Stock,1854963.0
SHFSW,SHF Holdings Inc. Warrants,1854963.0
SHIM,Shimmick Corporation Common Stock,1887944.0
SHIP,Seanergy Maritime Holdings Corp. Common Stock,1448397.0
SHLS,Shoals Technologies Group Inc. Class A Common Stock,1831651.0
SHMD,SCHMID Group N.V. Class A Ordinary Shares,1987240.0
SHMDW,SCHMID Group N.V. Warrants,1987240.0
SHOO,Steven Madden Ltd. Common Stock,913241.0
SHOP,Shopify Inc. Class A Subordinate Voting Shares,1594805.0
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,1757499.0
SIBN,SI-BONE Inc. Common Stock,1459839.0
SIDU,Sidus Space Inc. Class A Common Stock,1879726.0
SIEB,Siebert Financial Corp. Common Stock,65596.0
SIFY,Sify Technologies Limited American Depositary Shares,1094324.0
SIGA,SIGA Technologies Inc. Common Stock,1010086.0
SIGI,Selective Insurance Group Inc. Common Stock,230557.0
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,230557.0
SILC,Silicom Ltd Ordinary Shares,916793.0
SILO,Silo Pharma Inc. Common Stock,1514183.0
SIMA,SIM Acquisition Corp. I Class A Ordinary Shares,2014982.0
SIMAW,SIM Acquisition Corp. I Warrant,2014982.0
SIMO,Silicon Motion Technology Corporation American Depositary Shares,1329394.0
SINT,SiNtx Technologies Inc. Common Stock,1269026.0
SION,Sionna Therapeutics Inc. Common Stock,2036042.0
SIRI,SiriusXM Holdings Inc. Common Stock,908937.0
SITM,SiTime Corporation Common Stock,1451809.0
SJ,Scienjoy Holding Corporation Class A Ordinary Shares,1753673.0
SKBL,Skyline Builders Group Holding Limited Class A Ordinary Shares,2031009.0
SKIN,The Beauty Health Company Class A Common Stock,1818093.0
SKK,SKK Holdings Limited Class A Ordinary Shares,1991261.0
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,1519449.0
SKYE,Skye Bioscience Inc. Common Stock,1516551.0
SKYQ,Sky Quarry Inc. Common Stock,1812447.0
SKYT,SkyWater Technology Inc. Common Stock,1819974.0
SKYW,SkyWest Inc. Common Stock,793733.0
SKYX,SKYX Platforms Corp. Common Stock,1598981.0
SLAB,Silicon Laboratories Inc. Common Stock,1038074.0
SLDB,Solid Biosciences Inc. Common Stock,1707502.0
SLDE,Slide Insurance Holdings Inc. Common Stock,1886428.0
SLDP,Solid Power Inc. Class A Common Stock,1844862.0
SLDPW,Solid Power Inc. Warrant,1844862.0
SLE,Super League Enterprise Inc. Common Stock,1621672.0
SLGB,Smart Logistics Global Limited Ordinary Shares,1987189.0
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,1684693.0
SLM,SLM Corporation Common Stock,1032033.0
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,1032033.0
SLMT,Brera Holdings PLC Class B Ordinary Shares,1939965.0
SLN,Silence Therapeutics Plc American Depository Share,1479615.0
SLNG,Stabilis Solutions Inc. Common Stock,1043186.0
SLNH,Soluna Holdings Inc. Common Stock,64463.0
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock,64463.0
SLNO,Soleno Therapeutics Inc. Common Stock,1484565.0
SLP,Simulations Plus Inc. Common Stock,1023459.0
SLRC,SLR Investment Corp. Common Stock,1418076.0
SLS,SELLAS Life Sciences Group Inc. Common Stock,1390478.0
SLSN,Solesence Inc. Common Stock,883107.0
SLXN,Silexion Therapeutics Corp Ordinary Shares,2022416.0
SLXNW,Silexion Therapeutics Corp Warrant,2022416.0
SMBC,Southern Missouri Bancorp Inc. Common Stock,916907.0
SMCI,Super Micro Computer Inc. Common Stock,1375365.0
SMID,Smith-Midland Corporation Common Stock,924719.0
SMMT,Summit Therapeutics Inc. Common Stock,1599298.0
SMPL,The Simply Good Foods Company Common Stock,1702744.0
SMSI,Smith Micro Software Inc. Common Stock,948708.0
SMTC,Semtech Corporation Common Stock,88941.0
SMTI,Sanara MedTech Inc. Common Stock,714256.0
SMTK,SmartKem Inc. Common Stock,1817760.0
SMX,SMX (Security Matters) Public Limited Company Ordinary Shares,1940674.0
SMXT,Solarmax Technology Inc. Common Stock,1519472.0
SMXWW,SMX (Security Matters) Public Limited Company Warrant,1940674.0
SNAL,Snail Inc. Class A Common Stock,1886894.0
SNBR,Sleep Number Corporation Common Stock,827187.0
SNCY,Sun Country Airlines Holdings Inc. Common Stock,1743907.0
SND,Smart Sand Inc. Common Stock,1529628.0
SNDK,Sandisk Corporation Common Stock,2023554.0
SNDL,SNDL Inc. Common Shares,1766600.0
SNDX,Syndax Pharmaceuticals Inc. Common Stock,1395937.0
SNES,SenesTech Inc. Common Stock,1680378.0
SNEX,StoneX Group Inc. Common Stock,913760.0
SNFCA,Security National Financial Corporation Class A Common Stock,318673.0
SNGX,Soligenix Inc. Common Stock,812796.0
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,1367083.0
SNPS,Synopsys Inc. Common Stock,883241.0
SNSE,Sensei Biotherapeutics Inc. Common Stock,1829802.0
SNT,Senstar Technologies Corporation Common Shares,1993727.0
SNTG,Sentage Holdings Inc. Class A Ordinary Shares,1810467.0
SNTI,Senti Biosciences Inc. Common Stock,1854270.0
SNWV,SANUWAVE Health Inc. Common Stock,1417663.0
SNY,Sanofi ADS,1121404.0
SNYR,Synergy CHC Corp. Common Stock,1562733.0
SOBR,SOBR Safe Inc. Common Stock,1425627.0
SOCA,Solarius Capital Acquisition Corp. Class A Ordinary Share,2065948.0
SOFI,SoFi Technologies Inc. Common Stock,1818874.0
SOGP,Sound Group Inc. American Depositary Shares,1783407.0
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,1301236.0
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,1301236.0
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,1301236.0
SOHU,Sohu.com Limited American Depositary Shares,1734107.0
SOLS,Solstice Advanced Materials Inc. Common Stock,2064953.0
SONM,DNA X Inc. Common Stock,1178697.0
SONO,Sonos Inc. Common Stock,1314727.0
SOPA,Society Pass Incorporated Common Stock,1817511.0
SOPH,SOPHiA GENETICS SA Ordinary Shares,1840706.0
SORA,AsiaStrategy Ordinary Shares,2033515.0
SORN,Soren Acquisition Corp. Class A Ordinary Shares,2086263.0
SORNU,Soren Acquisition Corp. Unit,2086263.0
SORNW,Soren Acquisition Corp. Warrant,2086263.0
SOTK,Sono-Tek Corporation Common Stock,806172.0
SOUN,SoundHound AI Inc Class A Common Stock,1840856.0
SOUNW,SoundHound AI Inc. Warrant,1840856.0
SOWG,Sow Good Inc. Common Stock,1490161.0
SPAI,Safe Pro Group Inc. Common Stock,2011208.0
SPCB,SuperCom Ltd. Ordinary Shares (Israel),1291855.0
SPEG,Silver Pegasus Acquisition Corp Class A Ordinary Shares,2028735.0
SPEGR,Silver Pegasus Acquisition Corp Rights.,2028735.0
SPEGU,Silver Pegasus Acquisition Corp Unit,2028735.0
SPFI,South Plains Financial Inc. Common Stock,1163668.0
SPHL,Springview Holdings Ltd Class A Ordinary Shares,2002236.0
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,1884046.0
SPKLW,Spark I Acquisition Corp. Warrant,1884046.0
SPOK,Spok Holdings Inc. Common Stock,1289945.0
SPPL,SIMPPLE LTD. Ordinary Shares,1948697.0
SPRB,Spruce Biosciences Inc. Common Stock,1683553.0
SPRC,SciSparc Ltd. Ordinary Shares,1611746.0
SPRO,Spero Therapeutics Inc. Common Stock,1701108.0
SPRY,ARS Pharmaceuticals Inc. Common Stock,1671858.0
SPSC,SPS Commerce Inc. Common Stock,1092699.0
SPT,Sprout Social Inc Class A Common Stock,1517375.0
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,1132105.0
SPWR,SunPower Inc. Common Stock,1838987.0
SPWRW,SunPower Inc. Warrants,1838987.0
SQFT,Presidio Property Trust Inc. Class A Common Stock,1080657.0
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,1080657.0
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,1080657.0
SRAD,Sportradar Group AG Class A Ordinary Shares,1836470.0
SRBK,SR Bancorp Inc. Common stock,1951276.0
SRCE,1st Source Corporation Common Stock,34782.0
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),873303.0
SRRK,Scholar Rock Holding Corporation Common Stock,1727196.0
SRTA,Strata Critical Medical Inc. Class A Common Stock,1779128.0
SRTAW,Strata Critical Medical Inc. Warrants,1779128.0
SRTS,Sensus Healthcare Inc. Common Stock,1494891.0
SRZN,Surrozen Inc. Common Stock,1824893.0
SRZNW,Surrozen Inc. Warrant,1824893.0
SSAC,SPACSphere Acquisition Corp. Class A Ordinary Shares,2081300.0
SSACR,SPACSphere Acquisition Corp. Rights,2081300.0
SSACU,SPACSphere Acquisition Corp. Unit,2081300.0
SSACW,SPACSphere Acquisition Corp. Warrant,2081300.0
SSBI,Summit State Bank Common Stock,
SSEA,Starry Sea Acquisition Corp	Ordinary Shares,2059165.0
SSEAU,Starry Sea Acquisition Corp Unit,2059165.0
SSII,SS Innovations International Inc. Common Stock,1676163.0
SSM,Sono Group N.V. Ordinary Shares,1840416.0
SSNC,SS&C Technologies Holdings Inc. Common Stock,1402436.0
SSP,E.W. Scripps Company (The) Class A Common Stock,832428.0
SSRM,SSR Mining Inc. Common Stock,921638.0
SSSS,SuRo Capital Corp. Common Stock,1509470.0
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,1509470.0
SSTI,SoundThinking Inc. Common Stock,1351636.0
SSYS,Stratasys Ltd. Ordinary Shares (Israel),1517396.0
STAA,STAAR Surgical Company Common Stock,718937.0
STAK,STAK Inc. Class A Ordinary Shares,2002453.0
STBA,S&T Bancorp Inc. Common Stock,719220.0
STEP,StepStone Group Inc. Class A Common Stock,1796022.0
STEX,Streamex Corp. Common Stock,1530766.0
STFS,Star Fashion Culture Holdings Limited Class A Ordinary Shares,2003061.0
STGW,Stagwell Inc. Class A Common Stock,876883.0
STHO,Star Holdings Shares of Beneficial Interest,1953366.0
STI,Solidion Technology Inc. Common Stock,1881551.0
STIM,Neuronetics Inc. Common Stock,1227636.0
STKE,Sol Strategies Inc. Common Shares,1846839.0
STKH,Steakholder Foods Ltd. American Depositary Shares,1828098.0
STKL,SunOpta Inc. Common Stock,351834.0
STKS,The ONE Group Hospitality Inc. Common Stock,1399520.0
STLD,Steel Dynamics Inc.,1022671.0
STNE,StoneCo Ltd. Class A Common Shares,1745431.0
STOK,Stoke Therapeutics Inc. Common Stock,1623526.0
STRA,Strategic Education Inc. Common Stock,1013934.0
STRC,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock,1050446.0
STRD,Strategy Inc 10.00% Series A Perpetual Stride Preferred Stock,1050446.0
STRF,Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock,1050446.0
STRK,Strategy Inc 8.00% Series A Perpetual Strike Preferred Stock,1050446.0
STRL,Sterling Infrastructure Inc. Common Stock,874238.0
STRO,Sutro Biopharma Inc. Common Stock,1382101.0
STRR,Star Equity Holdings Inc. Common Stock,1210708.0
STRRP,Star Equity Holdings Inc. 10% Series A Cumulative Perpetual Preferred Stock,1210708.0
STRS,Stratus Properties Inc. Common Stock,885508.0
STRT,STRATTEC SECURITY CORPORATION Common Stock,933034.0
STRZ,Starz Entertainment Corp. Common Shares,929351.0
STSS,Sharps Technology Inc. Common Stock,1737995.0
STSSW,Sharps Technology Inc. Warrant,1737995.0
STTK,Shattuck Labs Inc. Common Stock,1680367.0
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),1137789.0
